COMMAND   PID  USER   FD      TYPE             DEVICE  SIZE/OFF    NODE NAME
firefox 11500 rafal  cwd       DIR              259,5      4096  131074 /home/rafal
firefox 11500 rafal  rtd       DIR               0,52       540       1 /
firefox 11500 rafal  txt       REG               7,12   1178408     265 /snap/firefox/5014/usr/lib/firefox/firefox
firefox 11500 rafal  DEL       REG                0,1              4138 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG               0,15                49 anon_inode:i915.gem (stat: No such file or directory)
firefox 11500 rafal  DEL       REG                0,1              3191 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              2100 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              7283 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              3166 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              1068 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1                81 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4189 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4188 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5    757076 4604865 /usr/share/fonts/truetype/dejavu/DejaVuSans.ttf
firefox 11500 rafal  DEL       REG                0,1              5233 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              7290 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5    705684 4604864 /usr/share/fonts/truetype/dejavu/DejaVuSans-Bold.ttf
firefox 11500 rafal  DEL       REG                0,1              3147 /memfd:gdk-wayland
firefox 11500 rafal  DEL       REG                0,1              5232 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              1071 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1                78 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              6196 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4164 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              5220 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              5219 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              2106 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5     83264 4604776 /usr/share/fonts/opentype/urw-base35/NimbusSans-Bold.otf
firefox 11500 rafal  DEL       REG                0,1              5216 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              2105 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5    162036 4604955 /usr/share/fonts/truetype/liberation/LiberationSans-Italic.ttf
firefox 11500 rafal  mem       REG              259,5    569679 1049657 /home/rafal/snap/firefox/common/.mozilla/firefox/qe6o9gu4.default/extensions/langpack-en-US@firefox.mozilla.org.xpi
firefox 11500 rafal  DEL       REG                0,1              4194 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              5210 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1                69 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1                67 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4193 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5    137052 4604953 /usr/share/fonts/truetype/liberation/LiberationSans-Bold.ttf
firefox 11500 rafal  DEL       REG                0,1              5214 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              5213 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5    139512 4604956 /usr/share/fonts/truetype/liberation/LiberationSans-Regular.ttf
firefox 11500 rafal  DEL       REG                0,1              1054 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4155 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              7269 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              5201 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5    333612 4605119 /usr/share/fonts/truetype/ubuntu/Ubuntu-B.ttf
firefox 11500 rafal  mem       REG              259,5     82264 4604779 /usr/share/fonts/opentype/urw-base35/NimbusSans-Regular.otf
firefox 11500 rafal  mem       REG              259,5    353824 4605126 /usr/share/fonts/truetype/ubuntu/Ubuntu-R.ttf
firefox 11500 rafal  DEL       REG                0,1              5208 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              1053 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              5212 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              5211 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              2104 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              7278 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              2086 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG               7,16             10305 /snap/firefox/5014/gnome-platform/usr/lib/x86_64-linux-gnu/libLLVM-15.so.1 (stat: No such file or directory)
firefox 11500 rafal  mem       REG               7,16              9620 /snap/firefox/5014/gnome-platform/usr/lib/x86_64-linux-gnu/dri/iris_dri.so (stat: No such file or directory)
firefox 11500 rafal  DEL       REG                0,1              7266 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4187 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5   1310728  131467 /home/rafal/snap/firefox/common/.cache/mesa_shader_cache/index
firefox 11500 rafal  DEL       REG                0,1                70 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              2131 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG               7,16              9671 /snap/firefox/5014/gnome-platform/usr/lib/x86_64-linux-gnu/gio/modules/libdconfsettings.so (stat: No such file or directory)
firefox 11500 rafal  DEL       REG                0,1              4137 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG               7,16             13016 /snap/firefox/5014/gnome-platform/usr/share/glib-2.0/schemas/gschemas.compiled (stat: No such file or directory)
firefox 11500 rafal  DEL       REG                0,1              3137 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG               7,10              7618 /usr/lib/x86_64-linux-gnu/libnss_mdns4_minimal.so.2 (path dev=259,5, inode=4484297)
firefox 11500 rafal  DEL       REG                0,1              7276 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5     12384  131115 /home/rafal/.config/dconf/user
firefox 11500 rafal  DEL       REG                0,1              4190 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1                92 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              3190 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              1067 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG              259,5    100984 4604772 /usr/share/fonts/opentype/urw-base35/NimbusRoman-Bold.otf
firefox 11500 rafal  DEL       REG                0,1              7287 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              5223 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG               7,12    378952     331 /snap/firefox/5014/usr/lib/x86_64-linux-gnu/libopus.so.0.8.0
firefox 11500 rafal  DEL       REG                0,1                68 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              3187 /memfd:mozilla-ipc
firefox 11500 rafal  mem       REG               7,16             11211 /snap/firefox/5014/gnome-platform/usr/lib/x86_64-linux-gnu/libvorbisenc.so.2.0.12 (stat: No such file or directory)
firefox 11500 rafal  DEL       REG                0,1              7302 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              3186 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              3188 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4185 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4184 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              4183 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              3155 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              3154 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              3153 /memfd:mozilla-ipc
firefox 11500 rafal  DEL       REG                0,1              3185 /memfd:mozilla-ipc
